,Unnamed: 0,상품명,가격,이미지,카테고리,색상,사이즈,재질,디자인
532,532,샘 책상 120cm 하부서랍형 DIY,"229,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/156956341218505705.jpg?w=360&h=360&c=c&q=50,책상,네이비,480cm x 250cm x 75cm,유리,클래식
533,533,제이슨 36T 1200 5단 정면책상,"119,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/15650448077710_KenCX.jpg?w=360&h=360&c=c&q=50,책상,네이비,490cm x 255cm x 75cm,합성수지,빈티지
534,534,제이슨 36T 800 5단 정면책상 9color,"89,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/15650448081330_KdeIJ.jpg?w=360&h=360&c=c&q=50,책상,네이비,500cm x 260cm x 75cm,플라스틱,미니멀리즘
535,535,샘 책상 150cm 하부서랍형 시공,"286,200",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/156955869052559813.jpg?w=360&h=360&c=c&q=50,책상,네이비,510cm x 265cm x 75cm,스테인리스,스칸디나비아
536,536,RICO DESK 1400 리코모듈가구 책상 화장대 9color,"570,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161899677117006339.jpg?w=360&h=360&c=c&q=50,책상,네이비,520cm x 270cm x 75cm,철제,인더스트리얼
537,537,샘 책상 120cm 하부서랍형 시공,"261,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/156956298052633634.jpg?w=360&h=360&c=c&q=50,책상,네이비,530cm x 275cm x 75cm,알루미늄,트로피컬
538,538,RICO DESK 700 리코모듈가구 책상 화장대 9color,"240,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/163912195807665795.png?w=360&h=360&c=c&q=50,책상,네이비,540cm x 280cm x 75cm,목재,러스틱
539,539,모듈가구 2x2 책상(기본구성),"1,584,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/170167104649586618.png?w=360&h=360&c=c&q=50,책상,네이비,550cm x 285cm x 75cm,금속,컨템포러리
540,540,엘리안 비스포크 포스코 스틸 라운드 데스크 9size 16colors,"87,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168732527575842102.jpg?w=360&h=360&c=c&q=50,책상,퍼플,560cm x 290cm x 75cm,대리석,모던
541,541,[리퍼] 헤이 코펜하게 CPH90 데스크,"613,700",https://prs.ohou.se/apne2/any/uploads/productions/v1-241963938177152.jpg?w=360&h=360&c=c&q=50,책상,퍼플,570cm x 295cm x 75cm,유리,클래식
542,542,모듈 데스크(책상),"410,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162631238808922053.jpg?w=360&h=360&c=c&q=50,책상,퍼플,580cm x 300cm x 75cm,목재,빈티지
543,543,파노라마 2인용 각도조절 USB 책상+책장세트 5colors,"619,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/openapi/13187111/1651813518797.jpg?w=360&h=360&c=c&q=50,책상,퍼플,590cm x 305cm x 75cm,합성수지,미니멀리즘
544,544,코니 블랙테이블,"126,600",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159262886289618781.jpg?w=360&h=360&c=c&q=50,책상,퍼플,600cm x 310cm x 75cm,플라스틱,스칸디나비아
545,545,파노라마 2인용 각도조절 책상+책장+스탠드 세트 5colors,"839,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/openapi/13187111/1651813485760.jpg?w=360&h=360&c=c&q=50,책상,퍼플,610cm x 315cm x 75cm,스테인리스,인더스트리얼
546,546,코이 1200 6단 이동식 책상세트 플랩도어형,"809,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/openapi/3732946/1708949283076.jpg?w=360&h=360&c=c&q=50,책상,퍼플,620cm x 320cm x 75cm,철제,트로피컬
547,547,코니 화이트테이블,"126,600",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159263249926959633.jpg?w=360&h=360&c=c&q=50,책상,퍼플,630cm x 325cm x 75cm,알루미늄,러스틱
548,548,"최종가 170,050원ㅣ코넬 이지 와이드 데스크세트 파티션 학생 책상 책장 테이블 1600","189,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/169759794166255527.jpg?w=360&h=360&c=c&q=50,책상,핑크,640cm x 330cm x 75cm,목재,컨템포러리
549,549,"최종가 151,050원ㅣ코넬 이지 데스크 파티션 학생 책상 책장 세트 확장 테이블 1200","169,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/169750568468194128.jpg?w=360&h=360&c=c&q=50,책상,핑크,650cm x 335cm x 75cm,금속,모던
550,550,타이탄 시리즈 게이밍 의자+게이밍 책상 세트상품 발받침O,"124,800",https://prs.ohou.se/apne2/any/uploads/productions/v1-235481549086848.jpg?w=360&h=360&c=c&q=50,책상,핑크,660cm x 340cm x 75cm,대리석,클래식
551,551,AUS 강화유리 컴퓨터책상 원룸 게이밍 테이블 사무 1인용 4colors,"88,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/164808627431672726.jpg?w=360&h=360&c=c&q=50,책상,핑크,670cm x 345cm x 75cm,유리,빈티지
552,552,컴퓨터책상 거실 서재 1인용 게이밍 책상 블랙커브 1500mm,"318,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168307299192573306.jpg?w=360&h=360&c=c&q=50,책상,핑크,680cm x 350cm x 75cm,합성수지,미니멀리즘
553,553,컴퓨터책상 거실 서재 1인용 게이밍 책상 블랙커브1200,"259,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168307301964930444.jpg?w=360&h=360&c=c&q=50,책상,핑크,690cm x 355cm x 75cm,플라스틱,스칸디나비아
554,554,콰트로 데스크 홈오피스 19size 8colors (800~2000mm),"82,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/169294891361531125.jpg?w=360&h=360&c=c&q=50,책상,베이지,700cm x 360cm x 75cm,스테인리스,인더스트리얼
555,555,콰트로 에어 데스크 홈오피스 20size 5colors,"135,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157242782195255523.jpg?w=360&h=360&c=c&q=50,책상,베이지,710cm x 365cm x 75cm,철제,트로피컬
556,556,"최종가 170,050원ㅣ코넬 이지 와이드 데스크세트 파티션 학생 책상 책장 테이블 1600","189,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/169759794166255527.jpg?w=360&h=360&c=c&q=50,책상,베이지,720cm x 370cm x 75cm,알루미늄,러스틱
557,557,[누적판매 1만5천] 오테카 원목 책상,"145,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-209668891729984.jpg?w=360&h=360&c=c&q=50,책상,베이지,730cm x 375cm x 75cm,목재,컨템포러리
558,558,리버서블 오피스 데스크 컴퓨터 책상 테이블 600~2400mm(2colors),"49,800",https://prs.ohou.se/apne2/any/uploads/productions/v1-202617681231872.jpg?w=360&h=360&c=c&q=50,책상,베이지,740cm x 380cm x 75cm,금속,모던
559,559,유닛 1200 컴퓨터 책상+책장 데스크 세트,"134,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/167386073680950377.jpg?w=360&h=360&c=c&q=50,책상,베이지,750cm x 385cm x 75cm,대리석,클래식
560,560,콰트로 데스크 홈오피스 19size 8colors (800~2000mm),"82,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/169294891361531125.jpg?w=360&h=360&c=c&q=50,책상,브라운,760cm x 390cm x 75cm,유리,빈티지
561,561,콰트로 에어 데스크 홈오피스 20size 5colors,"135,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157242782195255523.jpg?w=360&h=360&c=c&q=50,책상,브라운,770cm x 395cm x 75cm,합성수지,미니멀리즘
562,562,[누적판매 1만5천] 오테카 원목 책상,"145,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-209668891729984.jpg?w=360&h=360&c=c&q=50,책상,브라운,780cm x 400cm x 75cm,플라스틱,스칸디나비아
563,563,[3%쿠폰] 제로스테이션 타워 선반책상 컴퓨터책상 5colors 1200~1800,"310,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168144624534574387.jpg?w=360&h=360&c=c&q=50,책상,브라운,790cm x 405cm x 75cm,스테인리스,인더스트리얼
564,564,[3%쿠폰] 프래그마 1인용 컴퓨터 책상 800~2000size 5colors,"85,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168144820513064245.jpg?w=360&h=360&c=c&q=50,책상,브라운,800cm x 410cm x 75cm,철제,트로피컬
565,565,1200x600 베이직 책상 DSAD212,"100,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/openapi/862534/1681431772087.png?w=360&h=360&c=c&q=50,책상,브라운,810cm x 415cm x 75cm,알루미늄,러스틱
566,566,리움베이직 1000/1200/1400 컴퓨터책상/테이블,"40,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/164091839945937326.jpg?w=360&h=360&c=c&q=50,책상,그레이,820cm x 420cm x 75cm,목재,컨템포러리
567,567,스틸 데스크 책상 테이블 1000 1200 1400 1600 1800 14size,"72,500",https://prs.ohou.se/apne2/any/uploads/productions/v1-240163887394944.jpg?w=360&h=360&c=c&q=50,책상,그레이,830cm x 425cm x 75cm,금속,모던
568,568,타이탄 시리즈 게이밍 의자+게이밍 책상 세트상품 발받침O,"124,800",https://prs.ohou.se/apne2/any/uploads/productions/v1-235481549086848.jpg?w=360&h=360&c=c&q=50,책상,그레이,840cm x 430cm x 75cm,대리석,클래식
569,569,심플 H형 책상 7colors,"38,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/166674335330777907.jpg?w=360&h=360&c=c&q=50,책상,그레이,850cm x 435cm x 75cm,유리,빈티지
570,570,스틸 테이블+책상서랍장세트 1200 1400 1600 1800 8size,"189,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/openapi/2822051/1655166911706.jpg?w=360&h=360&c=c&q=50,책상,그레이,860cm x 440cm x 75cm,합성수지,미니멀리즘
571,571,LAGKAPTEN 테이블(120X60)+ADILS 기본다리세트,"70,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/165034062432463377.jpg?w=360&h=360&c=c&q=50,책상,그레이,870cm x 445cm x 75cm,플라스틱,스칸디나비아
572,572,콰트로 데스크 홈오피스 19size 8colors (800~2000mm),"82,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/169294891361531125.jpg?w=360&h=360&c=c&q=50,책상,화이트,880cm x 450cm x 75cm,스테인리스,인더스트리얼
573,573,콰트로 에어 데스크 홈오피스 20size 5colors,"135,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157242782195255523.jpg?w=360&h=360&c=c&q=50,책상,화이트,890cm x 455cm x 75cm,철제,트로피컬
574,574,"최종가 170,050원ㅣ코넬 이지 와이드 데스크세트 파티션 학생 책상 책장 테이블 1600","189,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/169759794166255527.jpg?w=360&h=360&c=c&q=50,책상,화이트,900cm x 460cm x 75cm,알루미늄,러스틱
575,575,[단독]발렌 미드센츄리 책상 테이블 4size(2color),"69,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-225581345722496.jpg?w=360&h=360&c=c&q=50,책상,화이트,820cm x 420cm x 75cm,목재,컨템포러리
576,576,리버서블 오피스 데스크 컴퓨터 책상 테이블 600~2400mm(2colors),"49,800",https://prs.ohou.se/apne2/any/uploads/productions/v1-202617681231872.jpg?w=360&h=360&c=c&q=50,책상,화이트,830cm x 425cm x 75cm,금속,모던
577,577,유닛 1200 컴퓨터 책상+책장 데스크 세트,"134,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/167386073680950377.jpg?w=360&h=360&c=c&q=50,책상,화이트,840cm x 430cm x 75cm,대리석,클래식
578,578,콰트로 데스크 홈오피스 19size 8colors (800~2000mm),"82,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/169294891361531125.jpg?w=360&h=360&c=c&q=50,책상,블랙,850cm x 435cm x 75cm,유리,빈티지
579,579,콰트로 에어 데스크 홈오피스 20size 5colors,"135,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/157242782195255523.jpg?w=360&h=360&c=c&q=50,책상,블랙,860cm x 440cm x 75cm,합성수지,미니멀리즘
580,580,[단독]발렌 미드센츄리 책상 테이블 4size(2color),"69,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-225581345722496.jpg?w=360&h=360&c=c&q=50,책상,블랙,870cm x 445cm x 75cm,플라스틱,스칸디나비아
581,581,[3%쿠폰] 제로데스크 에보 테이블 컴퓨터 책상 1000~2000size 2Colors,"145,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168144627162089910.jpg?w=360&h=360&c=c&q=50,책상,블랙,880cm x 450cm x 75cm,스테인리스,인더스트리얼
582,582,[3%쿠폰] 제로스테이션 타워 선반책상 컴퓨터책상 5colors 1200~1800,"310,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168144624534574387.jpg?w=360&h=360&c=c&q=50,책상,블랙,890cm x 455cm x 75cm,철제,트로피컬
583,583,[3%쿠폰] 프래그마 1인용 컴퓨터 책상 800~2000size 5colors,"85,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168144820513064245.jpg?w=360&h=360&c=c&q=50,책상,블랙,900cm x 460cm x 75cm,알루미늄,러스틱
584,584,밀라노 1500 북선반 5colors,"129,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/163048393350636217.jpg?w=360&h=360&c=c&q=50,책장,레드,120cm x 80cm x 60cm,목재,컨템포러리
585,585,VONI 원형 4단 회전책장,"215,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-233030409265216.jpg?w=360&h=360&c=c&q=50,책장,레드,150cm x 90cm x 70cm,금속,모던
586,586,Ditto 3단 틈새 수납장(도어형) 책장,"49,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1591849239_101225_1.jpg?w=360&h=360&c=c&q=50,책장,레드,110cm x 85cm x 65cm,유리,클래식
587,587,KOLONN 벽선반 30x190,"79,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-236514652520576.jpg?w=360&h=360&c=c&q=50,책장,레드,140cm x 95cm x 75cm,플라스틱,미니멀리스트
588,588,PEMBA 책장 선반,"113,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-234916159873088.jpg?w=360&h=360&c=c&q=50,책장,레드,130cm x 75cm x 55cm,대리석,전통적인
589,589,윌리 트롤리 / 컬러 북카트 이동식 책장,"149,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168258459397514368.jpg?w=360&h=360&c=c&q=50,책장,레드,160cm x 100cm x 80cm,스틸,산업 스타일
590,590,공간박스2단 (18colors),"19,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159721970385307508.jpg?w=360&h=360&c=c&q=50,책장,오렌지,115cm x 78cm x 62cm,합성 섬유,현대적
591,591,RICO360 3x3 리코 모듈 가구 책장 선반 교구장 거실장 9color - 책장형,"570,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162746072314385434.jpg?w=360&h=360&c=c&q=50,책장,오렌지,125cm x 82cm x 68cm,가죽,컨템포러리
592,592,윌리 트롤리 / 컬러 북카트 이동식 책장,"149,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168258459397514368.jpg?w=360&h=360&c=c&q=50,책장,오렌지,135cm x 88cm x 72cm,검데,스칸디나비아
593,593,비비 북카트 미니 책꽂이 이동식 학습 트롤리,"98,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/169603718761036167.jpg?w=360&h=360&c=c&q=50,책장,오렌지,155cm x 92cm x 78cm,짚,농촌 스타일
594,594,공간박스3단 (18colors),"25,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159909184839746817.jpg?w=360&h=360&c=c&q=50,책장,오렌지,130cm x 70cm x 58cm,목재,레트로 스타일
595,595,공간박스1단 (18colors),"11,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159591059606999161.png?w=360&h=360&c=c&q=50,책장,오렌지,140cm x 75cm x 63cm,금속,모던
596,596,우드체인 이합집산 쌓아서 사용하는 수납 선반장,"75,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/openapi/965030/1660801716868.jpg?w=360&h=360&c=c&q=50,책장,옐로우,125cm x 80cm x 66cm,유리,클래식
597,597,인테리어 회전식 라운드 북선반 철제 책장 진열장 8단 1500 4colors,"109,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/166746400360656045.jpg?w=360&h=360&c=c&q=50,책장,옐로우,135cm x 83cm x 69cm,플라스틱,미니멀리스트
598,598,펜슬하우스 레코드 2단 LP수납장 와인 진열장 매거진렉 선반_3colors,"149,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/167592931810076094.jpg?w=360&h=360&c=c&q=50,책장,옐로우,145cm x 87cm x 71cm,대리석,전통적인
599,599,이동식보조책상서랍 MDD2 4colors,"39,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1536560487933_OUW7L.jpg?w=360&h=360&c=c&q=50,책장,옐로우,110cm x 79cm x 64cm,스틸,산업 스타일
600,600,펜슬하우스 레코드 1단 LP수납장 와인 진열장 매거진렉 선반_3colors,"99,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/openapi/806194/1666233752553.jpg?w=360&h=360&c=c&q=50,책장,옐로우,120cm x 81cm x 67cm,합성 섬유,현대적
601,601,인테리어 미니 메이플 타원 라운드 북선반 철제 책장 진열장 2단 500 4colors,"29,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168440322757455500.png?w=360&h=360&c=c&q=50,책장,옐로우,130cm x 84cm x 70cm,가죽,컨템포러리
602,602,올리버 키큰 책장 5단 책꽂이,"56,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/167159825518031257.jpg?w=360&h=360&c=c&q=50,책장,그린,150cm x 86cm x 73cm,검데,스칸디나비아
603,603,바코 거실책장 시스템 5단책장 8size 4colors,"102,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-194855568080896.jpg?w=360&h=360&c=c&q=50,책장,그린,115cm x 71cm x 59cm,짚,농촌 스타일
604,604,인테리어 미니 메이플 타원 라운드 북선반 철제 책장 진열장 2단 500 4colors,"29,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168440322757455500.png?w=360&h=360&c=c&q=50,책장,그린,140cm x 81cm x 67cm,목재,레트로 스타일
605,605,심플 60cm 2단 세칸형 책상 미니 책꽂이 6colors,"30,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/156380234344259109.jpg?w=360&h=360&c=c&q=50,책장,그린,130cm x 84cm x 71cm,금속,모던
606,606,칼라 공간박스 3단 책장 책꽂이 수납장,"25,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161070025483563729.jpg?w=360&h=360&c=c&q=50,책장,그린,135cm x 77cm x 62cm,유리,클래식
607,607,심플 60cm 2단 한칸형 책상 미니 책꽂이 6colors,"28,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/156380185980503086.jpg?w=360&h=360&c=c&q=50,책장,그린,125cm x 83cm x 68cm,플라스틱,미니멀리스트
608,608,조인 스탠딩 북선반(6COLORS),"178,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-245480229957696.jpg?w=360&h=360&c=c&q=50,책장,라이트블루,120cm x 78cm x 60cm,대리석,전통적인
609,609,올리버 키큰 책장 5단 책꽂이,"56,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/167159825518031257.jpg?w=360&h=360&c=c&q=50,책장,라이트블루,150cm x 86cm x 72cm,스틸,산업 스타일
610,610,뉴프렌즈 3단 1200 책장(7색),"88,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/openapi/3732946/1709870784894.jpg?w=360&h=360&c=c&q=50,책장,라이트블루,115cm x 80cm x 63cm,합성 섬유,현대적
611,611,칼라 공간박스 3단 책장 책꽂이 수납장,"25,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161070025483563729.jpg?w=360&h=360&c=c&q=50,책장,라이트블루,140cm x 82cm x 66cm,가죽,컨템포러리
612,612,2d20-1 2단 아기 낮은 전면책장 장난감정리대 2000 화이트,"58,800",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/162822800161850662.jpg?w=360&h=360&c=c&q=50,책장,라이트블루,130cm x 85cm x 69cm,검데,스칸디나비아
613,613,공간박스2단 (18colors),"19,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/159721970385307508.jpg?w=360&h=360&c=c&q=50,책장,라이트블루,125cm x 88cm x 71cm,짚,농촌 스타일
614,614,바턴 36T 1200 5단 책장 / 책꽂이,"54,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-238021939380352.jpg?w=360&h=360&c=c&q=50,책장,네이비,135cm x 79cm x 64cm,목재,레트로 스타일
615,615,제이슨 36T 2000 3단 책장 / 책꽂이,"59,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-238026468823040.jpg?w=360&h=360&c=c&q=50,책장,네이비,145cm x 81cm x 67cm,금속,모던
616,616,제이슨 36T 800 5단 책장 / 책꽂이,"54,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-238031460409344.jpg?w=360&h=360&c=c&q=50,책장,네이비,110cm x 84cm x 70cm,유리,클래식
617,617,제이슨 36T 1200 5단 책장 / 책꽂이,"59,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-238018499780736.jpg?w=360&h=360&c=c&q=50,책장,네이비,120cm x 86cm x 73cm,플라스틱,미니멀리스트
618,618,올리버 키큰 책장 5단 책꽂이,"56,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/167159825518031257.jpg?w=360&h=360&c=c&q=50,책장,네이비,130cm x 71cm x 59cm,대리석,전통적인
619,619,제이슨 36T 600 5단 책장 / 책꽂이,"49,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-238034446532608.jpg?w=360&h=360&c=c&q=50,책장,네이비,150cm x 81cm x 67cm,스틸,산업 스타일
620,620,윌리 트롤리 / 컬러 북카트 이동식 책장,"149,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168258459397514368.jpg?w=360&h=360&c=c&q=50,책장,퍼플,115cm x 84cm x 71cm,합성 섬유,현대적
621,621,파스텔 웨이브 3단 선반 파티션 책장 800 (3colors),"109,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/openapi/4073118/1684474457092.jpg?w=360&h=360&c=c&q=50,책장,퍼플,140cm x 86cm x 72cm,가죽,컨템포러리
622,622,인테리어 서재 거실 800 책장 도어 8colors,"25,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/165233755152301031.jpg?w=360&h=360&c=c&q=50,책장,퍼플,130cm x 79cm x 64cm,검데,스칸디나비아
623,623,도담 가구 모듈 북케이스 책장,"480,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/167522025589438607.jpg?w=360&h=360&c=c&q=50,책장,퍼플,125cm x 81cm x 67cm,짚,농촌 스타일
624,624,"최종가 85,405원ㅣ코넬 이지 파티션 다용도 책장 DDW001C 5colors","99,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168985284926685062.jpg?w=360&h=360&c=c&q=50,책장,핑크,135cm x 84cm x 70cm,목재,레트로 스타일
625,625,컬렉터 낮은형 3단 슬라이딩 만화책장 (좌/우형 선택),"199,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161958508714107303.jpg?w=360&h=360&c=c&q=50,책장,핑크,145cm x 86cm x 73cm,금속,모던
626,626,조인 스탠딩 북선반(6COLORS),"178,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-245480229957696.jpg?w=360&h=360&c=c&q=50,책장,핑크,110cm x 79cm x 64cm,유리,클래식
627,627,올리버 키큰 책장 5단 책꽂이,"56,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/167159825518031257.jpg?w=360&h=360&c=c&q=50,책장,핑크,120cm x 81cm x 67cm,플라스틱,미니멀리스트
628,628,인테리어 회전식 라운드 북선반 철제 책장 진열장 8단 1500 4colors,"109,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/166746400360656045.jpg?w=360&h=360&c=c&q=50,책장,핑크,130cm x 84cm x 70cm,대리석,전통적인
629,629,인테리어 미니 메이플 타원 라운드 북선반 철제 책장 진열장 2단 500 4colors,"29,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/168440322757455500.png?w=360&h=360&c=c&q=50,책장,핑크,150cm x 86cm x 73cm,스틸,산업 스타일
630,630,프리미엄 다크 일파만파 북선반 4colors,"27,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1513406427674_KNijhzpOdx.jpg?w=360&h=360&c=c&q=50,책장,베이지,115cm x 80cm x 63cm,합성섬유,현대적
631,631,제련공단 철제 책장 진열장 사각 1200 5단 거실 서재 책꽂이 공간분리,"138,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-251780314329152.jpg?w=360&h=360&c=c&q=50,책장,베이지,140cm x 82cm x 66cm,가죽,컨템포러리
632,632,4단 책장 책꽂이 인테리어 공간박스 수납장 3colors,"36,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-217103296184448.jpg?w=360&h=360&c=c&q=50,책장,베이지,130cm x 85cm x 69cm,검데,스칸디나비아
633,633,선인장 선반 인테리어 철제 책장 북선반 2colors,"28,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/161957050621561068.jpg?w=360&h=360&c=c&q=50,책장,베이지,125cm x 88cm x 71cm,짚,농촌 스타일
634,634,레이 틈새 높은 슬림 책장 선반장 오픈 수납장 300/400 5colors,"59,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/165000784632613012.jpg?w=360&h=360&c=c&q=50,책장,베이지,135cm x 79cm x 64cm,목재,레트로 스타일
635,635,[단독] 헤이 36T 800 3단 책장 책꽃이 수납장 (1200 2단책장) 3colors,"39,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-227044919001088.jpg?w=360&h=360&c=c&q=50,책장,베이지,145cm x 81cm x 67cm,금속,모던
636,636,메이저 1400 북선반/북타워 책장 3colors,"46,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/170173994654991730.jpg?w=360&h=360&c=c&q=50,책장,브라운,110cm x 84cm x 70cm,유리,클래식
637,637,프리미엄 다크 일파만파 북선반 4colors,"27,900",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/1513406427674_KNijhzpOdx.jpg?w=360&h=360&c=c&q=50,책장,브라운,120cm x 86cm x 73cm,플라스틱,미니멀리스트
638,638,제련공단 철제 책장 진열장 사각 1200 5단 거실 서재 책꽂이 공간분리,"138,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-251780314329152.jpg?w=360&h=360&c=c&q=50,책장,브라운,130cm x 71cm x 59cm,대리석,전통적인
639,639,바턴 36T 1200 5단 책장 / 책꽂이,"54,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-238021939380352.jpg?w=360&h=360&c=c&q=50,책장,브라운,150cm x 81cm x 67cm,스틸,산업 스타일
640,640,4단 책장 책꽂이 인테리어 공간박스 수납장 3colors,"36,900",https://prs.ohou.se/apne2/any/uploads/productions/v1-217103296184448.jpg?w=360&h=360&c=c&q=50,책장,브라운,115cm x 84cm x 71cm,합성 섬유,현대적
641,641,VONI 원형 4단 회전책장,"215,000",https://prs.ohou.se/apne2/any/uploads/productions/v1-233030409265216.jpg?w=360&h=360&c=c&q=50,책장,브라운,140cm x 86cm x 72cm,가죽,컨템포러리
642,642,밀라노 1500 북선반 5colors,"129,000",https://image.ohou.se/i/bucketplace-v2-development/uploads/productions/163048393350636217.jpg?w=360&h=360&c=c&q=50,책장,그레이,130cm x 79cm x 64cm,검데,스칸디나비아
